Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
BACOURT;57045;14;6;;;;
BAERENTHAL;57046;75;22;;;13;
BAMBIDERSTROFF;57047;139;31;;23;12;10
BANNAY;57048;10;;;;;
LE BAN-SAINT-MARTIN;57049;796;144;;117;68;31
BARCHAIN;57050;14;;;;;
BARONVILLE;57051;63;13;;8;;
BARST;57052;64;26;;19;11;7
BASSING;57053;18;;;;;
BAUDRECOURT;57054;26;13;;8;8;
BAZONCOURT;57055;68;19;;10;14;
BEBING;57056;17;;;;;
BECHY;57057;79;28;;21;19;12
BEHREN-LES-FORBACH;57058;1540;278;7;269;7;53
BELLANGE;57059;;;;;;
BENESTROFF;57060;63;20;;;6;8
BENING-LES-SAINT-AVOLD;57061;152;23;;;5;
BERG-SUR-MOSELLE;57062;33;;;;;
BERIG-VINTRANGE;57063;28;6;;;;
BERLING;57064;31;9;;;;
BERMERING;57065;32;10;;;;
BERTHELMING;57066;58;11;;5;5;
BERTRANGE;57067;279;72;;36;41;14
BERVILLER-EN-MOSELLE;57069;40;11;;;;5
BETTANGE;57070;28;12;;;5;
BETTBORN;57071;58;21;;16;7;6
BETTELAINVILLE;57072;75;21;;15;8;8
BETTING;57073;106;18;;;;7
BETTVILLER;57074;89;26;;;6;8
BEUX;57075;44;20;;9;12;6
BEYREN-LES-SIERCK;57076;35;8;;;;
BEZANGE-LA-PETITE;57077;10;;;;;
BIBICHE;57079;53;12;;;5;
BICKENHOLTZ;57080;11;;;;;
BIDESTROFF;57081;10;;;;;
BIDING;57082;44;12;;;6;5
BINING;57083;152;41;;36;10;13
BIONCOURT;57084;38;18;;12;11;6
BIONVILLE-SUR-NIED;57085;47;15;;9;;
BELLES-FORETS;57086;31;8;;;;
BISTEN-EN-LORRAINE;57087;21;;;;;
BISTROFF;57088;45;16;;;;6
BITCHE;57089;920;166;5;142;36;49
BLANCHE-EGLISE;57090;11;;;;;
BLIESBRUCK;57091;95;21;;15;8;8
BLIES-EBERSING;57092;53;16;;10;6;
BLIES-GUERSVILLER;57093;54;12;;;;
BOUCHEPORN;57095;72;23;;;8;5
BOULANGE;57096;249;60;;45;20;11
BOULAY-MOSELLE;57097;1040;202;5;160;64;47
BOURGALTROFF;57098;28;8;;;;
BOURDONNAY;57099;32;;;;;
BOURSCHEID;57100;26;8;;;;
BOUSBACH;57101;138;37;;30;11;14
BOUSSE;57102;298;94;;47;56;21
BOUSSEVILLER;57103;12;;;;;
BOUST;57104;79;18;;12;9;
BOUSTROFF;57105;21;7;;;;
BOUZONVILLE;57106;640;103;5;95;13;16
BREHAIN;57107;16;;;;;
BREIDENBACH;57108;31;7;;;;
BREISTROFF-LA-GRANDE;57109;39;10;;;;
BRETTNACH;57110;50;17;;;8;
BRONVAUX;57111;68;28;;19;18;7
BROUCK;57112;12;6;;;;
BROUDERDORFF;57113;121;41;;29;18;10
BROUVILLER;57114;57;20;;;8;
BRULANGE;57115;14;5;;;;
BUCHY;57116;16;5;;;;
BUDING;57117;73;22;;13;12;9
BUDLING;57118;20;5;;;;
BUHL-LORRAINE;57119;162;42;;25;20;11
BURLIONCOURT;57120;16;;;;;
BURTONCOURT;57121;25;12;;6;;
CAPPEL;57122;71;11;;;;
CARLING;57123;568;117;6;100;27;31
CATTENOM;57124;266;57;;47;22;12
CHAILLY-LES-ENNERY;57125;29;8;;;;
CHAMBREY;57126;51;14;;;7;5
CHANVILLE;57127;24;;;;;
CHARLEVILLE-SOUS-BOIS;57128;40;7;;;;
CHARLY-ORADOUR;57129;70;25;;14;20;5
CHATEAU-BREHAIN;57130;10;;;;;
CHATEAU-ROUGE;57131;27;9;;;;
CHATEAU-SALINS;57132;478;84;;68;29;20
CHATEAU-VOUE;57133;9;;;;;
CHATEL-SAINT-GERMAIN;57134;187;41;;27;25;10
CHEMERY-LES-DEUX;57136;62;18;;;;
CHEMINOT;57137;106;42;;35;27;7
CHENOIS;57138;13;6;;;;
CHERISEY;57139;36;15;;;;
CHESNY;57140;81;30;;16;15;8
CHICOURT;57141;;;;;;
CHIEULLES;57142;43;16;;9;10;5
CLOUANGE;57143;637;122;;100;43;22
COCHEREN;57144;525;87;;78;12;30
COINCY;57145;24;5;;;;
COIN-LES-CUVRY;57146;90;20;;11;9;
COIN-SUR-SEILLE;57147;33;6;;;;
COLLIGNY;57148;43;20;;15;9;5
COLMEN;57149;9;;;;;
CONDE-NORTHEN;57150;77;29;;20;17;9
CONTHIL;57151;18;;;;;
CONTZ-LES-BAINS;57152;37;8;;;;
CORNY-SUR-MOSELLE;57153;294;67;;41;42;18
COUME;57154;65;20;;;;7
COURCELLES-CHAUSSY;57155;422;117;;66;67;31
COURCELLES-SUR-NIED;57156;161;53;;34;33;14
CRAINCOURT;57158;31;10;;;;
CREHANGE;57159;633;135;;112;34;46
CREUTZWALD;57160;2406;387;7;343;73;71
CUTTING;57161;16;6;;;;
CUVRY;57162;99;23;;15;16;5
DABO;57163;254;57;;51;15;15
DALEM;57165;59;13;;8;5;
DALHAIN;57166;20;;;;;
DALSTEIN;57167;39;15;;;8;
DANNE-ET-QUATRE-VENTS;57168;64;26;;18;16;6
DANNELBOURG;57169;66;19;;12;10;5
DELME;57171;205;52;;38;29;15
DENTING;57172;32;13;;;8;
DESSELING;57173;10;;;;;
DESTRY;57174;9;;;;;
DIANE-CAPELLE;57175;23;8;;;;
DIEBLING;57176;194;54;;40;24;13
DIEUZE;57177;574;91;;81;18;20
DIFFEMBACH-LES-HELLIMER;57178;46;7;;;;
DISTROFF;57179;167;39;;22;23;7
DOLVING;57180;48;18;;12;6;
DOMNOM-LES-DIEUZE;57181;5;;;;;
DONJEUX;57182;6;;;;;
DONNELAY;57183;16;7;;;;
DORNOT;57184;18;;;;;
EBERSVILLER;57186;131;41;;31;18;11
EBLANGE;57187;41;15;;;;
EGUELSHARDT;57188;49;13;;;6;5
EINCHEVILLE;57189;27;8;;;;
ELVANGE;57190;53;17;;;9;
ELZANGE;57191;71;14;;7;;
ENCHENBERG;57192;162;48;;37;16;10
ENNERY;57193;233;74;;45;46;16
ENTRANGE;57194;90;23;;14;12;
EPPING;57195;56;14;;9;8;
ERCHING;57196;38;10;;;;
ERNESTVILLER;57197;51;18;;;6;5
ERSTROFF;57198;22;9;;;;
ESCHERANGE;57199;32;8;;;;
LES ETANGS;57200;51;12;;;6;6
ETTING;57201;83;28;;22;9;7
ETZLING;57202;86;29;;;9;11
EVRANGE;57203;8;;;;;
FAILLY;57204;48;14;;7;7;
FALCK;57205;323;59;;51;23;12
FAMECK;57206;2486;438;14;372;94;83
FAREBERSVILLER;57207;1167;232;11;215;19;68
FARSCHVILLER;57208;190;52;;44;13;14
FAULQUEMONT;57209;883;168;6;142;36;41
FENETRANGE;57210;131;27;;20;9;5
FEVES;57211;107;27;;17;15;6
FEY;57212;90;34;;20;22;7
FILSTROFF;57213;71;20;;;11;6
FIXEM;57214;39;11;;;5;
FLASTROFF;57215;16;;;;;
FLEISHEIM;57216;23;5;;;;
FLETRANGE;57217;134;30;;;9;10
FLEURY;57218;107;33;;13;28;8
FLEVY;57219;67;14;;;5;
FLOCOURT;57220;14;6;;;;
FLORANGE;57221;1992;320;12;271;87;52
FOLKLING;57222;135;27;;21;13;6
FOLSCHVILLER;57224;718;159;7;143;24;35
FONTENY;57225;16;7;;;;
FONTOY;57226;382;68;;54;18;11
FORBACH;57227;4978;705;18;662;59;116
FOSSIEUX;57228;28;14;;8;;
FOULCREY;57229;20;;;;;
FOULIGNY;57230;20;8;;;;
FOVILLE;57231;14;6;;;;
FRANCALTROFF;57232;115;22;;;;7
FRAQUELFING;57233;8;;;;;
FRAUENBERG;57234;44;7;;;;
FREISTROFF;57235;121;39;;28;22;12
FREMERY;57236;13;;;;;
FREMESTROFF;57237;41;13;;;;
FRESNES-EN-SAULNOIS;57238;21;7;;;;
FREYBOUSE;57239;58;15;;8;7;
FREYMING-MERLEBACH;57240;2707;447;11;415;66;82
FRIBOURG;57241;16;5;;;;
GANDRANGE;57242;364;71;;51;39;12
GARREBOURG;57244;49;5;;;;
GAVISSE;57245;31;5;;;;
GELUCOURT;57246;21;7;;;;
GERBECOURT;57247;14;;;;;
GIVRYCOURT;57248;;;;;;
GLATIGNY;57249;27;10;;;;
GOETZENBRUCK;57250;159;41;;28;20;6
GOIN;57251;38;16;;10;9;
GOMELANGE;57252;62;16;;11;7;
GONDREXANGE;57253;46;12;;7;;
GORZE;57254;236;37;;19;25;8
GOSSELMING;57255;73;19;;14;5;5
GRAVELOTTE;57256;102;31;;20;19;10
GREMECEY;57257;14;7;;;;
GRENING;57258;11;;;;;
GRINDORFF-BIZING;57259;15;;;;;
GROSBLIEDERSTROFF;57260;302;59;;45;15;13
GROS-REDERCHING;57261;159;49;;42;17;19
GROSTENQUIN;57262;83;28;;;9;5
GRUNDVILLER;57263;93;26;;21;10;6
GUEBENHOUSE;57264;56;11;;;;
GUEBESTROFF;57265;6;;;;;
GUEBLANGE-LES-DIEUZE;57266;26;7;;;;
LE VAL-DE-GUEBLANGE;57267;103;28;;22;14;8
GUEBLING;57268;14;;;;;
GUENANGE;57269;994;196;5;152;63;43
VAL-DE-BRIDE;57270;65;13;;;;
GUENVILLER;57271;69;24;;;8;7
GUERMANGE;57272;9;;;;;
GUERSTLING;57273;42;;;;;
GUERTING;57274;94;24;;18;12;
GUESSLING-HEMERING;57275;118;38;;31;17;10
GUINGLANGE;57276;46;19;;13;;
GUINKIRCHEN;57277;20;8;;;;
GUINZELING;57278;10;5;;;;
GUNTZVILLER;57280;57;13;;;8;
HABOUDANGE;57281;68;13;;;;
HAGEN;57282;11;;;;;
HAGONDANGE;57283;1488;274;10;223;81;49
HALLERING;57284;14;6;;;;
HALSTROFF;57286;36;11;;;;
BASSE-HAM;57287;222;49;;28;28;7
HAM-SOUS-VARSBERG;57288;380;86;;69;26;20
HAMBACH;57289;380;68;;51;24;16
HAMPONT;57290;17;7;;;;
HANGVILLER;57291;32;7;;;;
HANNOCOURT;57292;;;;;;
HAN-SUR-NIED;57293;38;13;;;7;
HANVILLER;57294;31;;;;;
HARAUCOURT-SUR-SEILLE;57295;10;;;;;
HARGARTEN-AUX-MINES;57296;122;42;;33;8;9
HARPRICH;57297;16;;;;;
HARREBERG;57298;46;7;;;;
HARTZVILLER;57299;110;27;;22;14;6
HASELBOURG;57300;40;9;;;;
HASPELSCHIEDT;57301;26;8;;;;
HATTIGNY;57302;23;5;;;;
HAUCONCOURT;57303;69;16;;11;5;6
HAUT-CLOCHER;57304;31;5;;;;
HAVANGE;57305;41;8;;;;
HAYANGE;57306;2621;478;20;419;102;89
HAYES;57307;35;11;;6;;
HAZEMBOURG;57308;10;;;;;
HEINING-LES-BOUZONVILLE;57309;40;10;;;;
HELLERING-LES-FENETRANGE;57310;24;8;;;;
HELLIMER;57311;67;15;;7;9;
HELSTROFF;57312;72;26;;15;13;6
HEMILLY;57313;10;;;;;
HEMING;57314;73;17;;;7;6
HENRIDORFF;57315;82;20;;11;10;
HENRIVILLE;57316;65;15;;;;5
HERANGE;57317;9;;;;;
HERMELANGE;57318;29;7;;;;
HERNY;57319;58;13;;;5;
HERTZING;57320;25;;;;;
HESSE;57321;77;14;;;9;
HESTROFF;57322;65;20;;;7;9
HETTANGE-GRANDE;57323;643;137;;102;58;26
HILBESHEIM;57324;71;22;;15;13;6
HILSPRICH;57325;105;25;;20;10;8
HINCKANGE;57326;41;14;;;8;
HOLACOURT;57328;6;;;;;
HOLLING;57329;65;19;;14;10;5
HOLVING;57330;146;40;;34;10;16
HOMBOURG-BUDANGE;57331;63;17;;12;6;7
HOMBOURG-HAUT;57332;1191;234;;210;38;54
HOMMARTING;57333;108;28;;17;15;11
HOMMERT;57334;30;8;;;;
HONSKIRCH;57335;33;5;;;;
L'HOPITAL;57336;881;190;;160;55;43
HOSTE;57337;77;13;;;5;6
HOTTVILLER;57338;44;11;;;5;
HULTEHOUSE;57339;40;14;;;7;
HUNDLING;57340;174;50;;43;11;17
HUNTING;57341;56;20;;;9;7
IBIGNY;57342;15;;;;;
ILLANGE;57343;195;36;;22;18;7
IMLING;57344;88;25;;;7;9
INGLANGE;57345;47;10;;;;
INSMING;57346;84;22;;;5;9
INSVILLER;57347;22;6;;;;
IPPLING;57348;70;20;;;;
JALLAUCOURT;57349;24;6;;;;
JOUY-AUX-ARCHES;57350;208;42;;26;23;9
JURY;57351;138;31;;22;16;6
JUSSY;57352;45;6;;;;
JUVELIZE;57353;9;;;;;
JUVILLE;57354;16;;;;;
KALHAUSEN;57355;94;27;;21;13;10
KANFEN;57356;54;14;;6;7;5
KAPPELKINGER;57357;37;13;;;;
KEDANGE-SUR-CANNER;57358;112;29;;20;15;6
KEMPLICH;57359;17;5;;;;
KERBACH;57360;117;29;;21;10;9
KERLING-LES-SIERCK;57361;46;21;;15;11;
KERPRICH-AUX-BOIS;57362;11;;;;;
KIRSCH-LES-SIERCK;57364;13;;;;;
KIRSCHNAUMEN;57365;41;9;;;;
KIRVILLER;57366;16;5;;;;
KLANG;57367;29;10;;;;
KNUTANGE;57368;539;112;;99;20;22
KOENIGSMACKER;57370;220;69;;46;38;5
HAUTE-KONTZ;57371;40;10;;;;
KUNTZIG;57372;125;35;;25;17;6
LACHAMBRE;57373;96;33;;23;12;9
LAFRIMBOLLE;57374;23;;;;;
LAGARDE;57375;16;;;;;
LAMBACH;57376;51;8;;;;
LANDANGE;57377;25;7;;;;
LANDROFF;57379;46;13;;;7;
LANEUVEVILLE-LES-LORQUIN;57380;11;;;;;
LANEUVEVILLE-EN-SAULNOIS;57381;44;9;;;;
LANGATTE;57382;76;26;;20;11;8
LANGUIMBERG;57383;16;;;;;
LANING;57384;80;25;;;9;
LAQUENEXY;57385;116;32;;22;20;14
LAUDREFANG;57386;41;16;;;6;7
LAUMESFELD;57387;24;5;;;;
LAUNSTROFF;57388;18;5;;;;
LELLING;57389;48;16;;;8;7
LEMBERG;57390;209;59;;44;24;14
LEMONCOURT;57391;9;;;;;
LEMUD;57392;51;18;;12;9;
LENGELSHEIM;57393;22;;;;;
LENING;57394;41;12;;;;
LESSE;57395;32;15;;7;;
LESSY;57396;64;7;;;;
LEY;57397;8;;;;;
LEYVILLER;57398;69;20;;12;12;
LEZEY;57399;14;;;;;
LIDREZING;57401;10;;;;;
LIEDERSCHIEDT;57402;7;;;;;
LIEHON;57403;9;;;;;
LINDRE-BASSE;57404;29;9;;;;
LINDRE-HAUTE;57405;;;;;;
LIOCOURT;57406;20;7;;;;
LIXHEIM;57407;87;27;;;12;9
LIXING-LES-ROUHLING;57408;96;23;;18;9;8
LIXING-LES-SAINT-AVOLD;57409;88;20;;15;10;
LHOR;57410;13;5;;;;
LOMMERANGE;57411;19;6;;;;
LONGEVILLE-LES-METZ;57412;684;101;;68;43;19
LONGEVILLE-LES-SAINT-AVOLD;57413;515;125;;93;59;28
LORQUIN;57414;222;28;;22;11;7
LORRY-LES-METZ;57415;185;57;;32;38;11
LORRY-MARDIGNY;57416;90;26;;20;15;6
LOSTROFF;57417;6;;;;;
LOUDREFING;57418;37;7;;;;
LOUPERSHOUSE;57419;108;24;;16;10;6
LOUTZVILLER;57421;13;;;;;
LOUVIGNY;57422;106;36;;29;23;5
LUBECOURT;57423;10;;;;;
LUCY;57424;28;9;;;;
LUPPY;57425;80;29;;18;17;11
LUTTANGE;57426;98;25;;11;18;
LUTZELBOURG;57427;74;17;;;;6
MACHEREN;57428;390;88;;67;30;17
MAINVILLERS;57430;42;16;;11;5;7
MAIZEROY;57431;40;10;;;;
MAIZERY;57432;23;8;;;;
MAIZIERES-LES-METZ;57433;1935;457;14;371;165;99
MAIZIERES-LES-VIC;57434;85;19;;14;8;6
MALAUCOURT-SUR-SEILLE;57436;16;5;;;;
MALLING;57437;41;10;;;5;
MALROY;57438;37;11;;6;;5
MANDEREN;57439;28;10;;;;
MANHOUE;57440;12;5;;;;
MANOM;57441;229;52;;32;20;13
MANY;57442;41;14;;8;;
MARANGE-SILVANGE;57443;820;199;6;144;93;44
MARANGE-ZONDRANGE;57444;41;13;;;;
MARIEULLES;57445;76;25;;18;13;9
MARIMONT-LES-BENESTROFF;57446;6;;;;;
MARLY;57447;1147;218;;136;124;41
MARSAL;57448;36;10;;;;
MARSILLY;57449;68;21;;9;12;
MARTHILLE;57451;15;;;;;
LA MAXE;57452;85;23;;12;11;7
MAXSTADT;57453;38;11;;;;
MECLEUVES;57454;112;29;;17;15;8
MEGANGE;57455;18;6;;;;
MEISENTHAL;57456;69;21;;16;8;
MENSKIRCH;57457;12;;;;;
MERSCHWEILLER;57459;12;5;;;;
MERTEN;57460;134;27;;21;11;8
METAIRIES-SAINT-QUIRIN;57461;32;8;;;;
METTING;57462;51;23;;;6;8
METZ;57463;29941;3829;105;3241;773;686
METZERESCHE;57464;105;35;;15;27;
METZERVISSE;57465;292;112;;58;76;19
METZING;57466;66;21;;16;8;
MEY;57467;28;;;;;
MITTELBRONN;57468;84;21;;12;11;
MITTERSHEIM;57469;69;22;;16;6;5
MOLRING;57470;;;;;;
MOMERSTROFF;57471;45;10;;;;
MONCHEUX;57472;23;5;;;;
MONCOURT;57473;6;;;;;
MONDELANGE;57474;863;199;;164;73;31
MONDORFF;57475;33;12;;6;7;
MONNEREN;57476;47;10;;;;
MONTBRONN;57477;186;47;;38;14;11
MONTDIDIER;57478;7;;;;;
MONTENACH;57479;32;13;;6;8;
MONTIGNY-LES-METZ;57480;4268;679;18;518;245;126
MONTOIS-LA-MONTAGNE;57481;325;102;;84;47;24
MONTOY-FLANVILLE;57482;125;38;;26;15;11
MORHANGE;57483;770;118;;105;17;17
MORSBACH;57484;405;93;;85;16;32
MORVILLE-LES-VIC;57485;15;;;;;
MORVILLE-SUR-NIED;57486;17;;;;;
MOULINS-LES-METZ;57487;787;163;5;110;76;25
MOUSSEY;57488;89;17;;;8;6
MOUTERHOUSE;57489;33;13;;;;
MOYENVIC;57490;53;7;;;;
MOYEUVRE-GRANDE;57491;1358;290;14;244;79;50
MOYEUVRE-PETITE;57492;61;13;;;;5
MULCEY;57493;27;;;;;
MUNSTER;57494;25;;;;;
NARBEFONTAINE;57495;13;;;;;
NEBING;57496;59;14;;;;7
NELLING;57497;40;9;;;;
NEUFCHEF;57498;231;62;;47;22;14
NEUFGRANGE;57499;145;36;;27;9;10
NEUFMOULINS;57500;;;;;;
NEUFVILLAGE;57501;7;;;;;
NEUNKIRCHEN-LES-BOUZONVILLE;57502;27;7;;;;
NIDERHOFF;57504;41;10;;;;
NIDERVILLER;57505;132;39;;29;13;11
NIEDERSTINZEL;57506;33;15;;9;9;5
NIEDERVISSE;57507;28;13;;;;5
NILVANGE;57508;733;140;5;113;36;25
NITTING;57509;49;15;;;6;5
NOISSEVILLE;57510;103;33;;22;21;8
NORROY-LE-VENEUR;57511;116;27;;21;12;6
NOUILLY;57512;83;38;;24;26;9
NOUSSEVILLER-LES-BITCHE;57513;10;;;;;
NOUSSEVILLER-SAINT-NABOR;57514;129;39;;34;10;12
NOVEANT-SUR-MOSELLE;57515;373;68;;41;41;15
OBERDORFF;57516;21;9;;;;
OBERGAILBACH;57517;34;6;;;;
OBERSTINZEL;57518;43;7;;;;
OBERVISSE;57519;19;6;;;;
OBRECK;57520;10;;;;;
OETING;57521;246;63;;46;24;16
OGY;57523;65;11;;6;;
OMMERAY;57524;15;;;;;
ORIOCOURT;57525;8;;;;;
ORMERSVILLER;57526;40;16;;;8;10
ORNY;57527;43;13;;7;;
ORON;57528;9;;;;;
OTTANGE;57529;221;31;;;5;5
OTTONVILLE;57530;47;15;;;9;5
OUDRENNE;57531;61;16;;8;8;
PAGNY-LES-GOIN;57532;43;10;;;;
PANGE;57533;101;24;;12;16;6
PELTRE;57534;266;59;;36;26;17
PETIT-REDERCHING;57535;170;54;;42;24;19
PETIT-TENQUIN;57536;26;6;;;;
PETITE-ROSSELLE;57537;1066;181;;167;27;40
PETTONCOURT;57538;27;8;;;;
PEVANGE;57539;6;;;;;
PHALSBOURG;57540;748;184;;141;73;35
PHILIPPSBOURG;57541;70;20;;;5;9
PIBLANGE;57542;158;59;;51;23;23
PIERREVILLERS;57543;191;46;;28;26;9
PLAINE-DE-WALSCH;57544;88;30;;21;11;8
PLAPPEVILLE;57545;174;36;;19;15;8
PLESNOIS;57546;83;19;;12;10;6
POMMERIEUX;57547;85;29;;16;19;6
PONTOY;57548;47;12;;;;
PONTPIERRE;57549;76;13;;;5;
PORCELETTE;57550;280;96;;67;51;21
POSTROFF;57551;22;6;;;;
POUILLY;57552;44;12;;;5;
POURNOY-LA-CHETIVE;57553;67;17;;;8;
POURNOY-LA-GRASSE;57554;57;17;;12;10;5
PREVOCOURT;57555;12;;;;;
PUTTELANGE-AUX-LACS;57556;510;81;;67;18;18
PUTTELANGE-LES-THIONVILLE;57557;48;7;;;;
PUTTIGNY;57558;9;;;;;
PUZIEUX;57559;23;10;;;;
RACRANGE;57560;85;19;;;;
RAHLING;57561;88;24;;14;15;9
RANGUEVAUX;57562;68;11;;;;
RAVILLE;57563;39;20;;11;12;7
RECHICOURT-LE-CHATEAU;57564;80;18;;13;5;
REDANGE;57565;40;6;;;;
REDING;57566;318;82;;68;29;25
REMELFANG;57567;18;;;;;
REMELFING;57568;169;38;;28;13;11
REMELING;57569;30;7;;;;
REMERING;57570;38;12;;;;
REMERING-LES-PUTTELANGE;57571;135;36;;27;12;11
REMILLY;57572;279;67;;49;33;15
RENING;57573;;;;;;
BASSE-RENTGEN;57574;20;5;;;;
RETONFEY;57575;155;47;;30;31;12
RETTEL;57576;62;15;;;5;
REYERSVILLER;57577;39;15;;;7;
REZONVILLE;57578;36;8;;;;
RHODES;57579;10;;;;;
RICHE;57580;24;;;;;
RICHELING;57581;43;15;;;5;
RICHEMONT;57582;221;64;;45;31;6
RICHEVAL;57583;15;;;;;
RIMLING;57584;68;19;;;7;
RITZING;57585;8;;;;;
ROCHONVILLERS;57586;7;;;;;
RODALBE;57587;32;10;;;;5
RODEMACK;57588;76;17;;9;10;
ROHRBACH-LES-BITCHE;57589;340;85;;68;24;27
ROLBING;57590;17;;;;;
ROMBAS;57591;1741;308;6;257;93;49
ROMELFING;57592;34;9;;;;
RONCOURT;57593;136;47;;32;28;11
ROPPEVILLER;57594;9;;;;;
RORBACH-LES-DIEUZE;57595;7;;;;;
ROSBRUCK;57596;124;28;;;7;11
ROSSELANGE;57597;511;89;;74;29;14
ROUHLING;57598;307;44;;35;15;10
ROUPELDANGE;57599;44;12;;;7;
ROUSSY-LE-VILLAGE;57600;75;15;;10;8;
ROZERIEULLES;57601;159;41;;22;20;11
RURANGE-LES-THIONVILLE;57602;286;109;;55;70;21
RUSSANGE;57603;78;15;;;;
RUSTROFF;57604;78;13;;8;5;
SAILLY-ACHATEL;57605;33;17;;12;9;5
SAINT-AVOLD;57606;3037;502;16;426;118;89
SAINTE-BARBE;57607;72;17;;11;;
SAINT-EPVRE;57609;36;;;;;
SAINT-FRANCOIS-LACROIX;57610;30;10;;5;5;
SAINT-GEORGES;57611;24;6;;;;
SAINT-HUBERT;57612;24;12;;;;
SAINT-JEAN-DE-BASSEL;57613;45;5;;;;
SAINT-JEAN-KOURTZERODE;57614;42;7;;;;
SAINT-JEAN-ROHRBACH;57615;141;27;;22;5;8
SAINT-JULIEN-LES-METZ;57616;423;64;;43;30;16
SAINT-JURE;57617;35;11;;5;;
SAINT-LOUIS;57618;67;18;;;8;
SAINT-LOUIS-LES-BITCHE;57619;54;13;;;;
SAINTE-MARIE-AUX-CHENES;57620;597;162;;115;89;42
SAINT-MEDARD;57621;14;;;;;
SAINT-PRIVAT-LA-MONTAGNE;57622;270;92;;71;50;28
SAINT-QUIRIN;57623;130;21;;;9;5
SAINTE-RUFFINE;57624;46;13;;5;5;5
SALONNES;57625;31;10;;;;
SANRY-LES-VIGY;57626;53;15;;8;10;
SANRY-SUR-NIED;57627;28;11;;;;6
SARRALBE;57628;772;165;;136;45;41
SARRALTROFF;57629;85;27;;20;13;5
SARREBOURG;57630;2457;353;6;309;71;58
SARREGUEMINES;57631;4821;594;16;532;66;112
SARREINSMING;57633;110;25;;19;9;6
SAULNY;57634;147;34;;16;22;10
SCHALBACH;57635;38;14;;;5;
SCHMITTVILLER;57636;41;12;;;5;
SCHNECKENBUSCH;57637;33;11;;;;
SCHOENECK;57638;250;43;;34;11;12
SCHORBACH;57639;63;14;;;7;
SCHWERDORFF;57640;46;12;;;;5
SCHWEYEN;57641;20;6;;;;
SCY-CHAZELLES;57642;355;72;;43;41;15
SECOURT;57643;19;7;;;;
SEINGBOUSE;57644;228;52;;47;13;19
SEMECOURT;57645;98;35;;22;18;
SEREMANGE-ERZANGE;57647;585;92;5;72;22;26
SERVIGNY-LES-RAVILLE;57648;69;30;;23;16;9
SERVIGNY-LES-SAINTE-BARBE;57649;38;10;;;5;
SIERCK-LES-BAINS;57650;215;40;;29;19;
SIERSTHAL;57651;114;28;;21;13;5
SILLEGNY;57652;53;22;;14;17;5
SILLY-EN-SAULNOIS;57653;;;;;;
SILLY-SUR-NIED;57654;84;23;;11;17;
SOLGNE;57655;155;45;;29;25;10
SORBEY;57656;50;22;;;11;6
SOTZELING;57657;;;;;;
SOUCHT;57658;106;22;;;8;
SPICHEREN;57659;273;62;;46;20;18
STIRING-WENDEL;57660;2183;311;8;296;24;66
STURZELBRONN;57661;22;;;;;
SUISSE;57662;11;;;;;
TALANGE;57663;1256;255;10;194;85;40
TARQUIMPOL;57664;6;;;;;
TENTELING;57665;97;32;;22;14;9
TERVILLE;57666;1099;181;9;134;54;28
TETERCHEN;57667;102;36;;25;20;13
TETING-SUR-NIED;57668;213;56;;40;21;13
THEDING;57669;404;75;;67;14;16
THICOURT;57670;14;8;;;;
THIMONVILLE;57671;19;5;;;;
THIONVILLE;57672;6647;906;15;690;259;142
THONVILLE;57673;7;;;;;
TINCRY;57674;21;8;;;;
TORCHEVILLE;57675;;;;;;
TRAGNY;57676;11;;;;;
TREMERY;57677;100;21;;15;7;
TRESSANGE;57678;149;29;;24;7;
TRITTELING-REDLACH;57679;63;21;;;10;10
TROISFONTAINES;57680;141;41;;28;21;7
TROMBORN;57681;42;8;;;;
TURQUESTEIN-BLANCRUPT;57682;;;;;;
UCKANGE;57683;1239;229;9;206;29;35
VAHL-EBERSING;57684;66;15;;;6;
VAHL-LES-BENESTROFF;57685;19;6;;;;
VAHL-LES-FAULQUEMONT;57686;29;7;;;;
VALLERANGE;57687;26;8;;;;
VALMESTROFF;57689;28;11;;;6;
VALMONT;57690;567;111;8;89;29;39
VALMUNSTER;57691;10;5;;;;
VANNECOURT;57692;8;;;;;
VANTOUX;57693;93;15;;8;7;
VANY;57694;43;14;;;;
VARIZE;57695;88;20;;8;14;5
VARSBERG;57696;98;28;;23;8;9
VASPERVILLER;57697;36;9;;;;
VATIMONT;57698;40;10;;;;
VAUDRECHING;57700;68;21;;;7;
VAUX;57701;76;15;;7;5;
VAXY;57702;32;7;;;;
VECKERSVILLER;57703;30;7;;;;
VECKRING;57704;66;17;;12;6;
VELVING;57705;18;;;;;
VERGAVILLE;57706;75;18;;12;9;
VERNEVILLE;57707;75;33;;18;24;6
VERNY;57708;286;68;;40;53;14
VESCHEIM;57709;46;19;;;7;5
VIBERSVILLER;57711;72;18;;13;;5
VIC-SUR-SEILLE;57712;246;42;;35;13;11
VIEUX-LIXHEIM;57713;41;15;;9;9;
HAUTE-VIGNEULLES;57714;53;18;;;5;
VIGNY;57715;45;13;;;7;
VIGY;57716;219;64;;38;45;13
VILLER;57717;26;10;;;;
VILLERS-STONCOURT;57718;28;12;;;;5
VILLERS-SUR-NIED;57719;9;;;;;
