Communes;Codes_Insee;NB_Allocataires;ALL_PAJE;ALL_PRIM;ALL_BASEP;ALL_ASMA;ALL_Clca_Colca
ORLU;28288;6;;;;;
ORMOY;28289;23;8;;;;
ORROUER;28290;41;14;;;7;7
OUARVILLE;28291;75;24;;19;9;5
OUERRE;28292;83;25;;20;11;9
OULINS;28293;159;55;;46;28;19
OYSONVILLE;28294;52;13;;;;
OZOIR-LE-BREUIL;28295;54;21;;;8;5
PERONVILLE;28296;36;15;;;9;
PEZY;28297;38;14;;;7;
PIERRES;28298;319;82;;64;26;30
LES PINTHIERES;28299;25;9;;;;
POINVILLE;28300;12;7;;;;
POISVILLIERS;28301;66;24;;;14;10
PONTGOUIN;28302;164;48;;39;25;14
POUPRY;28303;8;;;;;
PRASVILLE;28304;49;16;;;10;8
PRE-SAINT-EVROULT;28305;29;8;;;;
PRE-SAINT-MARTIN;28306;19;7;;;;
PRUDEMANCHE;28308;34;11;;;6;5
PRUNAY-LE-GILLON;28309;117;48;;36;33;13
LA PUISAYE;28310;23;9;;;;
LE PUISET;28311;45;18;;;9;5
PUISEUX;28312;17;5;;;;
RECLAINVILLE;28313;15;;;;;
LES RESSUINTES;28314;14;;;;;
REVERCOURT;28315;;;;;;
ROHAIRE;28316;14;6;;;;
ROINVILLE;28317;33;13;;;;5
ROMILLY-SUR-AIGRE;28318;58;18;;;5;5
ROUVRAY-SAINT-DENIS;28319;53;17;;11;7;8
ROUVRAY-SAINT-FLORENTIN;28320;28;;;;;
ROUVRES;28321;89;33;;23;21;11
RUEIL-LA-GADELIERE;28322;58;20;;;;5
SAINT-ANGE-ET-TORCAY;28323;27;8;;;;
SAINT-ARNOULT-DES-BOIS;28324;114;47;;29;37;19
SAINT-AUBIN-DES-BOIS;28325;122;37;;25;22;14
SAINT-AVIT-LES-GUESPIERES;28326;47;19;;;11;5
SAINT-BOMER;28327;27;11;;;;
SAINT-CHRISTOPHE;28329;14;7;;;;
SAINT-CLOUD-EN-DUNOIS;28330;30;11;;;;
SAINT-DENIS-D'AUTHOU;28331;63;21;;;15;
SAINTE-GEMME-MORONVAL;28332;122;32;;;16;10
SAINT-DENIS-DES-PUITS;28333;14;5;;;;
SAINT-DENIS-LES-PONTS;28334;198;55;;37;30;7
SAINT-ELIPH;28335;102;31;;24;16;9
SAINT-EMAN;28336;13;;;;;
SAINT-GEORGES-SUR-EURE;28337;284;69;;48;48;18
SAINT-GERMAIN-LE-GAILLARD;28339;42;17;;12;;
SAINT-HILAIRE-SUR-YERRE;28340;46;21;;;12;7
SAINT-JEAN-DE-REBERVILLIERS;28341;29;7;;;;
SAINT-JEAN-PIERRE-FIXTE;28342;30;8;;;;
SAINT-LAURENT-LA-GATINE;28343;46;13;;;6;
SAINT-LEGER-DES-AUBEES;28344;34;9;;;;
SAINT-LUBIN-DE-CRAVANT;28346;6;;;;;
SAINT-LUBIN-DE-LA-HAYE;28347;116;36;;27;9;12
SAINT-LUBIN-DES-JONCHERETS;28348;690;171;;157;61;49
SAINT-LUCIEN;28349;20;5;;;;
SAINT-LUPERCE;28350;107;43;;30;30;16
SAINT-MAIXME-HAUTERIVE;28351;40;13;;;6;
SAINT-MARTIN-DE-NIGELLES;28352;194;55;;38;30;20
SAINT-MAUR-SUR-LE-LOIR;28353;52;16;;;10;6
SAINT-MAURICE-SAINT-GERMAIN;28354;46;11;;;;5
SAINT-OUEN-MARCHEFROY;28355;34;5;;;;
SAINT-PELLERIN;28356;45;12;;;6;
SAINT-PIAT;28357;125;32;;;17;6
SAINT-PREST;28358;211;48;;25;33;12
SAINT-REMY-SUR-AVRE;28359;569;166;;145;63;39
SAINT-SAUVEUR-MARVILLE;28360;117;41;;;20;13
SAINT-SYMPHORIEN-LE-CHATEAU;28361;102;39;;29;25;13
SAINT-VICTOR-DE-BUTHON;28362;68;19;;;7;6
SAINVILLE;28363;116;44;;34;25;13
SANCHEVILLE;28364;101;33;;27;15;13
SANDARVILLE;28365;50;13;;;7;
SANTEUIL;28366;32;13;;;7;
SANTILLY;28367;38;15;;10;;6
LA SAUCELLE;28368;14;;;;;
SAULNIERES;28369;93;31;;;15;13
SAUMERAY;28370;52;15;;;6;6
SAUSSAY;28371;129;39;;;10;17
SENANTES;28372;57;23;;16;10;
SENONCHES;28373;509;79;;71;16;27
SERAZEREUX;28374;60;28;;;10;10
SERVILLE;28375;43;12;;;7;7
SOIZE;28376;30;14;;;7;
SOREL-MOUSSEL;28377;216;65;;54;35;26
SOUANCE-AU-PERCHE;28378;66;17;;;8;7
SOULAIRES;28379;48;24;;19;14;10
SOURS;28380;231;70;;51;40;26
TERMINIERS;28382;114;39;;29;21;12
THEUVILLE;28383;42;12;;;;
LE THIEULIN;28385;50;17;;;10;6
THIMERT-GATELLES;28386;162;59;;50;32;19
THIRON-GARDAIS;28387;180;32;;27;14;6
THIVARS;28388;98;29;;23;14;9
THIVILLE;28389;38;14;;;;6
TILLAY-LE-PENEUX;28390;48;19;;;9;5
TOURY;28391;338;110;5;84;55;26
TRANCRAINVILLE;28392;26;11;;6;;
TREMBLAY-LES-VILLAGES;28393;290;100;;94;54;20
TREON;28394;172;39;;;12;16
TRIZAY-COUTRETOT-SAINT-SERGE;28395;48;17;;;9;9
TRIZAY-LES-BONNEVAL;28396;33;16;;;;7
UMPEAU;28397;59;15;;;8;
UNVERRE;28398;153;50;;42;27;16
VARIZE;28400;20;8;;;;
VAUPILLON;28401;51;15;;9;;
VERIGNY;28402;35;10;;;;
VER-LES-CHARTRES;28403;84;37;;29;24;14
VERNOUILLET;28404;2149;490;12;467;59;154
VERT-EN-DROUAIS;28405;132;45;;36;21;14
VIABON;28406;33;15;;;7;5
VICHERES;28407;44;8;;;;
VIERVILLE;28408;18;6;;;;
VIEUVICQ;28409;55;21;;13;15;7
VILLAMPUY;28410;43;16;;;;
VILLARS;28411;23;11;;;;
VILLEAU;28412;27;10;;;;5
VILLEBON;28414;13;6;;;;
VILLEMEUX-SUR-EURE;28415;201;64;;54;32;18
VILLENEUVE-SAINT-NICOLAS;28416;14;6;;;;
VILLIERS-LE-MORHIER;28417;168;47;;39;21;14
VILLIERS-SAINT-ORIEN;28418;15;5;;;;
VITRAY-EN-BEAUCE;28419;48;19;;14;13;
VOISE;28421;40;10;;;;
VOVES;28422;429;111;;98;39;29
YERMENONVILLE;28423;62;22;;17;11;7
YEVRES;28424;164;50;;39;31;14
YMERAY;28425;73;19;;13;14;
YMONVILLE;28426;52;20;;14;11;5
ARGOL;29001;116;35;;28;19;10
ARZANO;29002;194;37;;32;15;11
AUDIERNE;29003;345;39;;;9;15
BANNALEC;29004;796;166;8;142;62;43
BAYE;29005;140;38;;29;22;8
BENODET;29006;394;66;;45;33;13
BERRIEN;29007;117;19;;;7;7
BEUZEC-CAP-SIZUN;29008;107;28;;;14;8
BODILIS;29010;170;55;;48;32;22
BOHARS;29011;473;69;;47;27;20
BOLAZEC;29012;11;;;;;
BOTMEUR;29013;36;5;;;;
BOTSORHEL;29014;51;8;;;;
BOURG-BLANC;29015;496;152;;132;83;56
BRASPARTS;29016;131;35;;;12;8
BRELES;29017;102;33;;26;17;10
BRENNILIS;29018;57;16;;;7;
BREST;29019;34410;4682;127;4092;1212;1072
BRIEC;29020;981;215;;201;72;72
BRIGNOGAN-PLAGE;29021;86;16;;;7;5
CAMARET-SUR-MER;29022;327;51;;44;15;14
CARANTEC;29023;339;60;;44;31;19
CARHAIX-PLOUGUER;29024;1335;171;6;150;47;42
CAST;29025;208;68;;62;31;28
CHATEAULIN;29026;1036;129;;113;51;38
CHATEAUNEUF-DU-FAOU;29027;489;86;;76;39;22
CLEDEN-CAP-SIZUN;29028;118;22;;;5;6
CLEDEN-POHER;29029;123;36;;;18;16
CLEDER;29030;452;99;;90;45;32
CLOHARS-CARNOET;29031;471;111;;93;38;42
CLOHARS-FOUESNANT;29032;325;84;;69;43;27
LE CLOITRE-PLEYBEN;29033;63;24;;;11;7
LE CLOITRE-SAINT-THEGONNEC;29034;91;33;;26;14;10
COAT-MEAL;29035;138;53;;44;32;17
COLLOREC;29036;64;15;;;;
COMBRIT;29037;436;94;;73;54;35
COMMANA;29038;176;41;;;15;14
CONCARNEAU;29039;3519;466;7;409;145;135
LE CONQUET;29040;298;54;;44;25;15
CORAY;29041;258;64;;55;28;21
CROZON;29042;1040;198;;170;78;67
DAOULAS;29043;257;64;;53;34;18
DINEAULT;29044;214;50;;43;24;18
DIRINON;29045;331;78;;61;35;31
DOUARNENEZ;29046;2673;331;11;297;105;94
LE DRENNEC;29047;233;72;;63;45;28
EDERN;29048;284;83;;71;36;26
ELLIANT;29049;460;136;;120;77;49
ERGUE-GABERIC;29051;1144;261;12;222;107;74
ESQUIBIEN;29052;131;33;;;16;9
LE FAOU;29053;268;64;;55;38;21
LA FEUILLEE;29054;104;14;;;8;
LE FOLGOET;29055;344;82;;70;37;35
LA FOREST-LANDERNEAU;29056;227;67;;47;38;23
LA FORET-FOUESNANT;29057;399;74;;56;39;23
FOUESNANT;29058;1213;187;;148;91;67
GARLAN;29059;128;39;;;26;17
GOUESNACH;29060;323;80;;65;36;30
GOUESNOU;29061;820;154;;122;62;57
GOUEZEC;29062;158;52;;46;31;12
GOULIEN;29063;34;9;;;;
GOULVEN;29064;55;11;;6;;
GOURLIZON;29065;115;35;;;15;11
GUENGAT;29066;208;51;;42;29;18
GUERLESQUIN;29067;197;23;;18;14;
GUICLAN;29068;298;112;;105;54;33
GUILERS;29069;1009;221;6;167;124;83
GUILER-SUR-GOYEN;29070;75;29;;;9;13
GUILLIGOMARC'H;29071;104;33;;25;17;10
GUILVINEC;29072;389;68;;58;25;26
GUIMAEC;29073;103;31;;;17;11
GUIMILIAU;29074;148;47;;41;27;13
GUIPAVAS;29075;1830;370;8;298;164;116
GUIPRONVEL;29076;98;36;;;21;12
GUISSENY;29077;216;61;;55;29;19
HANVEC;29078;236;78;;63;43;21
HENVIC;29079;133;34;;;15;16
HOPITAL-CAMFROUT;29080;278;96;;79;60;30
HUELGOAT;29081;249;28;;;12;7
ILE-DE-BATZ;29082;37;6;;;;
ILE-DE-SEIN;29083;10;;;;;
ILE-MOLENE;29084;17;;;;;
ILE-TUDY;29085;80;19;;;6;5
IRVILLAC;29086;191;75;;68;46;27
LE JUCH;29087;86;23;;;13;6
KERGLOFF;29089;120;40;;;19;15
KERLAZ;29090;73;16;;;;5
KERLOUAN;29091;207;51;;43;24;18
KERNILIS;29093;176;69;;63;34;28
KERNOUES;29094;88;26;;;13;11
KERSAINT-PLABENNEC;29095;184;67;;55;39;23
LAMPAUL-GUIMILIAU;29097;245;71;;62;46;20
LAMPAUL-PLOUARZEL;29098;253;66;;57;26;26
LAMPAUL-PLOUDALMEZEAU;29099;99;41;;36;22;15
LANARVILY;29100;56;17;;;9;8
LANDEDA;29101;441;113;;83;70;31
LANDELEAU;29102;123;24;;19;10;6
LANDERNEAU;29103;2727;538;7;459;237;160
LANDEVENNEC;29104;25;7;;;;
LANDIVISIAU;29105;1683;374;10;314;176;96
LANDREVARZEC;29106;236;62;;;25;26
LANDUDAL;29107;103;37;;;16;13
LANDUDEC;29108;190;52;;;20;17
LANDUNVEZ;29109;147;39;;31;15;17
LANGOLEN;29110;138;50;;;23;18
LANHOUARNEAU;29111;150;55;;47;27;21
LANILDUT;29112;102;26;;19;15;11
LANMEUR;29113;330;59;;52;34;15
LANNEANOU;29114;46;7;;;;
LANNEDERN;29115;34;8;;;;
LANNEUFFRET;29116;18;6;;;;
LANNILIS;29117;912;199;6;170;86;74
LANRIVOARE;29119;185;70;;65;34;29
LANVEOC;29120;285;90;;71;36;24
LAZ;29122;87;26;;;8;12
LENNON;29123;109;30;;24;20;7
LESNEVEN;29124;1322;243;;218;76;68
LEUHAN;29125;100;32;;;10;14
LOC-BREVALAIRE;29126;26;7;;;;
LOC-EGUINER-SAINT-THEGONNEC;29127;37;12;;;6;6
LOC-EGUINER;29128;38;18;;;7;6
LOCMARIA-BERRIEN;29129;19;;;;;
LOCMARIA-PLOUZANE;29130;665;162;;117;103;64
LOCMELAR;29131;45;14;;;8;5
LOCQUENOLE;29132;87;33;;25;18;10
LOCQUIREC;29133;134;31;;25;20;8
LOCRONAN;29134;122;26;;21;17;
LOCTUDY;29135;454;81;;70;38;28
LOCUNOLE;29136;152;58;;;22;25
LOGONNA-DAOULAS;29137;258;75;;55;40;23
LOPEREC;29139;82;24;;;10;13
LOPERHET;29140;510;115;;78;72;47
LOQUEFFRET;29141;46;8;;;;
LOTHEY;29142;45;12;;;7;
MAHALON;29143;101;24;;;8;7
LA MARTYRE;29144;109;36;;29;19;13
CONFORT-MEILARS;29145;110;32;;;12;18
MELGVEN;29146;383;117;;109;50;48
MELLAC;29147;394;96;;82;54;29
MESPAUL;29148;97;27;;;13;11
MILIZAC;29149;391;115;;99;58;40
MOELAN-SUR-MER;29150;742;139;;114;50;38
MORLAIX;29151;4004;474;15;429;65;93
MOTREFF;29152;79;20;;;;9
NEVEZ;29153;258;51;;42;16;19
OUESSANT;29155;82;11;;;;
PENCRAN;29156;233;87;;64;58;20
PENMARCH;29158;604;98;;85;42;28
PEUMERIT;29159;108;24;;;11;5
PLABENNEC;29160;1170;335;6;281;144;107
PLEUVEN;29161;380;65;;57;29;24
PLEYBEN;29162;519;115;5;95;55;31
PLEYBER-CHRIST;29163;455;99;;90;50;33
PLOBANNALEC-LESCONIL;29165;372;88;;68;47;22
PLOEVEN;29166;64;19;;;;10
PLOGASTEL-SAINT-GERMAIN;29167;254;76;;69;44;27
PLOGOFF;29168;90;7;;;;
PLOGONNEC;29169;377;108;;101;53;37
PLOMELIN;29170;531;115;;95;60;41
PLOMEUR;29171;439;101;;90;48;44
PLOMODIERN;29172;262;49;;41;22;15
PLONEIS;29173;295;99;;94;46;32
PLONEOUR-LANVERN;29174;871;212;8;177;105;61
PLONEVEZ-DU-FAOU;29175;265;56;;;30;14
PLONEVEZ-PORZAY;29176;214;53;;47;24;20
PLOUARZEL;29177;448;143;;122;57;59
PLOUDALMEZEAU;29178;867;237;;204;108;80
PLOUDANIEL;29179;469;127;;109;53;40
PLOUDIRY;29180;106;38;;31;20;7
PLOUEDERN;29181;326;97;;79;50;32
PLOUEGAT-GUERAND;29182;145;48;;40;35;17
PLOUEGAT-MOYSAN;29183;85;26;;;16;9
PLOUENAN;29184;292;70;;63;32;20
PLOUESCAT;29185;536;66;;59;26;24
PLOUEZOC'H;29186;177;39;;;17;14
PLOUGAR;29187;95;36;;31;18;10
PLOUGASNOU;29188;341;53;;42;31;19
PLOUGASTEL-DAOULAS;29189;1820;374;;278;163;124
PLOUGONVELIN;29190;505;113;;76;61;32
PLOUGONVEN;29191;383;98;;84;48;28
PLOUGOULM;29192;193;61;;52;25;24
PLOUGOURVEST;29193;227;53;;;33;13
PLOUGUERNEAU;29195;815;192;;174;82;70
PLOUGUIN;29196;248;76;;67;42;30
PLOUHINEC;29197;416;79;;65;21;25
PLOUIDER;29198;228;65;;53;32;20
PLOUIGNEAU;29199;596;167;;146;77;53
PLOUMOGUER;29201;249;91;;78;50;26
PLOUNEOUR-MENEZ;29202;190;42;;36;21;9
PLOUNEOUR-TREZ;29203;133;29;;24;15;9
PLOUNEVENTER;29204;244;92;5;82;52;17
PLOUNEVEZEL;29205;136;39;;34;20;10
PLOUNEVEZ-LOCHRIST;29206;257;76;;67;32;27
PLOURIN-LES-MORLAIX;29207;540;84;;69;30;28
PLOURIN;29208;157;58;;47;37;19
PLOUVIEN;29209;541;140;;119;63;53
PLOUVORN;29210;346;106;;93;72;34
PLOUYE;29211;84;16;;;6;
PLOUZANE;29212;2102;410;11;315;208;133
PLOUZEVEDE;29213;219;75;;67;38;27
PLOVAN;29214;67;15;;;6;5
PLOZEVET;29215;370;72;;62;28;26
PLUGUFFAN;29216;507;125;;111;51;43
PONT-AVEN;29217;392;69;;61;25;19
PONT-CROIX;29218;265;27;;;7;11
LE PONTHOU;29219;30;7;;;;
PONT-L'ABBE;29220;1436;159;;133;54;41
PORSPODER;29221;180;40;;32;13;9
PORT-LAUNAY;29222;77;15;;;;
POULDERGAT;29224;147;34;;29;21;8
POULDREUZIC;29225;270;61;;;31;21
POULLAN-SUR-MER;29226;154;32;;;14;15
POULLAOUEN;29227;143;29;;;12;
PRIMELIN;29228;52;13;;;;5
QUEMENEVEN;29229;153;43;;37;25;10
QUERRIEN;29230;201;46;;40;22;16
QUIMPER;29232;13801;1846;53;1581;574;458
QUIMPERLE;29233;2127;412;13;355;155;105
REDENE;29234;421;133;;112;70;41
LE RELECQ-KERHUON;29235;1568;331;11;257;138;106
RIEC-SUR-BELON;29236;459;80;;70;20;29
LA ROCHE-MAURICE;29237;250;58;;47;31;22
ROSCANVEL;29238;96;20;;;6;5
ROSCOFF;29239;433;71;;65;28;27
ROSNOEN;29240;107;34;;27;21;8
ROSPORDEN;29241;1153;253;6;229;106;68
SAINT-COULITZ;29243;63;20;;;5;8
SAINT-DERRIEN;29244;91;35;;;19;15
SAINT-DIVY;29245;145;53;;44;29;17
SAINT-ELOY;29246;26;10;;;;
SAINT-EVARZEC;29247;471;113;;98;58;43
SAINT-FREGANT;29248;86;35;;;16;8
SAINT-GOAZEC;29249;83;14;;;8;
SAINT-HERNIN;29250;88;17;;;6;7
SAINT-JEAN-DU-DOIGT;29251;55;16;;;6;7
SAINT-JEAN-TROLIMON;29252;135;34;;29;19;11
SAINT-MARTIN-DES-CHAMPS;29254;662;125;;105;51;35
SAINT-MEEN;29255;110;53;;;26;19
SAINT-NIC;29256;86;25;;20;11;8
SAINT-PABU;29257;240;74;;64;34;26
SAINT-POL-DE-LEON;29259;1130;155;5;139;47;37
SAINT-RENAN;29260;1130;263;8;215;136;74
SAINT-RIVOAL;29261;22;;;;;
SAINT-SAUVEUR;29262;120;40;;;13;15
SAINT-SEGAL;29263;143;49;;42;23;14
SAINT-SERVAIS;29264;107;44;;;22;16
SAINTE-SEVE;29265;108;31;;;12;8
SAINT-THEGONNEC;29266;402;101;;85;60;28
SAINT-THOIS;29267;101;32;;;11;12
SAINT-THONAN;29268;190;71;;55;35;23
SAINT-THURIEN;29269;129;33;;;15;7
SAINT-URBAIN;29270;208;73;;60;47;20
SAINT-VOUGAY;29271;105;43;;;21;19
SAINT-YVI;29272;385;112;;93;69;39
SANTEC;29273;226;58;;48;29;16
SCAER;29274;704;135;;129;31;50
SCRIGNAC;29275;55;11;;;;6
SIBIRIL;29276;127;26;;;9;10
SIZUN;29277;333;84;;68;47;31
SPEZET;29278;191;45;;38;24;14
TAULE;29279;413;80;;73;34;31
TELGRUC-SUR-MER;29280;232;69;;61;35;22
TOURCH;29281;131;43;;37;23;19
TREBABU;29282;38;13;;;8;7
TREFFIAGAT;29284;237;57;;50;22;21
TREFLAOUENAN;29285;64;18;;;9;5
TREFLEVENEZ;29286;36;10;;;;5
TREFLEZ;29287;99;31;;26;16;10
TREGARANTEC;29288;74;26;;;16;10
TREGARVAN;29289;12;;;;;
TREGLONOU;29290;81;30;;21;20;14
TREGOUREZ;29291;130;26;;20;13;7
TREGUENNEC;29292;34;7;;;;
TREGUNC;29293;771;163;;136;57;64
LE TREHOU;29294;76;24;;;16;8
TREMAOUEZAN;29295;74;31;;26;19;9
TREMEOC;29296;184;51;;43;22;19
TREMEVEN;29297;291;73;;68;40;29
TREOGAT;29298;85;32;;;10;15
TREOUERGAT;29299;35;17;;;11;6
LE TREVOUX;29300;195;76;;65;42;26
TREZILIDE;29301;29;12;;;;
PONT-DE-BUIS-LES-QUIMERCH;29302;628;170;;155;66;51
AFA;2A001;299;70;;60;7;15
AJACCIO;2A004;10549;1538;45;1410;126;311
ALATA;2A006;331;68;;60;14;19
ALBITRECCIA;2A008;21;;;;;
ALTAGENE;2A011;5;;;;;
AMBIEGNA;2A014;;;;;;
APPIETTO;2A017;148;27;;;;6
ARBELLARA;2A018;22;;;;;
ARBORI;2A019;;;;;;
ARGIUSTA-MORICCIO;2A021;;;;;;
ARRO;2A022;6;;;;;
AULLENE;2A024;12;;;;;
AZILONE-AMPAZA;2A026;21;6;;;;
AZZANA;2A027;15;;;;;
BALOGNA;2A028;8;;;;;
BASTELICA;2A031;40;5;;;;
BASTELICACCIA;2A032;463;87;;77;13;27
BELVEDERE-CAMPOMORO;2A035;9;;;;;
BILIA;2A038;;;;;;
BOCOGNANO;2A040;38;8;;;;
BONIFACIO;2A041;445;87;;;;24
CALCATOGGIO;2A048;78;16;;;;
CAMPO;2A056;6;;;;;
CANNELLE;2A060;;;;;;
CARBINI;2A061;;;;;;
CARBUCCIA;2A062;40;6;;;;
CARDO-TORGIA;2A064;;;;;;
CARGESE;2A065;144;18;;;;
CARGIACA;2A066;6;;;;;
CASAGLIONE;2A070;26;5;;;;
CASALABRIVA;2A071;22;7;;;;
CAURO;2A085;119;21;;;;6
CIAMANNACCE;2A089;7;;;;;
COGGIA;2A090;34;;;;;
COGNOCOLI-MONTICCHI;2A091;5;;;;;
CONCA;2A092;101;21;;;;
CORRANO;2A094;5;;;;;
COTI-CHIAVARI;2A098;65;12;;;;
COZZANO;2A099;29;6;;;;
CRISTINACCE;2A100;;;;;;
CUTTOLI-CORTICCHIATO;2A103;207;38;;;;10
ECCICA-SUARELLA;2A104;91;18;;;;
EVISA;2A108;27;;;;;
FIGARI;2A114;173;42;;;6;8
FOCE;2A115;8;;;;;
FORCIOLO;2A117;;;;;;
FOZZANO;2A118;19;;;;;
FRASSETO;2A119;7;;;;;
GIUNCHETO;2A127;6;;;;;
GRANACE;2A128;;;;;;
GROSSA;2A129;;;;;;
GROSSETO-PRUGNA;2A130;502;85;;77;6;22
GUAGNO;2A131;;;;;;
GUARGUALE;2A132;10;;;;;
GUITERA-LES-BAINS;2A133;11;;;;;
LECCI;2A139;128;35;;28;;5
LETIA;2A141;11;;;;;
LEVIE;2A142;109;14;;;;6
LOPIGNA;2A144;9;;;;;
LORETO-DI-TALLANO;2A146;6;;;;;
MARIGNANA;2A154;5;;;;;
MELA;2A158;;;;;;
MOCA-CROCE;2A160;25;;;;;
MONACIA-D'AULLENE;2A163;55;9;;;;
MURZO;2A174;6;;;;;
OCANA;2A181;48;13;;;;
OLIVESE;2A186;27;;;;;
OLMETO;2A189;165;22;;;;7
OLMICCIA;2A191;12;;;;;
ORTO;2A196;;;;;;
OSANI;2A197;5;;;;;
OTA;2A198;47;9;;;;
PALNECA;2A200;16;;;;;
PARTINELLO;2A203;8;;;;;
PASTRICCIOLA;2A204;;;;;;
PERI;2A209;166;31;;;5;9
PETRETO-BICCHISANO;2A211;62;7;;;;
PIANA;2A212;41;12;;;;
PIANOTTOLI-CALDARELLO;2A215;83;17;;;;
PIETROSELLA;2A228;92;20;;;;5
PILA-CANALE;2A232;33;5;;;;
POGGIOLO;2A240;5;;;;;
PORTO-VECCHIO;2A247;2129;453;12;427;27;102
PROPRIANO;2A249;700;103;;;;28
QUASQUARA;2A253;;;;;;
QUENZA;2A254;24;;;;;
RENNO;2A258;8;;;;;
REZZA;2A259;;;;;;
ROSAZIA;2A262;5;;;;;
SALICE;2A266;5;;;;;
SAMPOLO;2A268;7;;;;;
SARI-SOLENZARA;2A269;173;32;;;5;5
SARI-D'ORCINO;2A270;34;6;;;;
SARROLA-CARCOPINO;2A271;263;51;;45;8;14
SARTENE;2A272;557;68;;63;8;19
SERRA-DI-FERRO;2A276;36;;;;;
SERRA-DI-SCOPAMENE;2A278;9;;;;;
SERRIERA;2A279;5;;;;;
SOCCIA;2A282;10;;;;;
SOLLACARO;2A284;36;;;;;
SORBOLLANO;2A285;;;;;;
SOTTA;2A288;137;29;;;;7
SANT'ANDREA-D'ORCINO;2A295;7;;;;;
SAN-GAVINO-DI-CARBINI;2A300;16;;;;;
SAINTE-LUCIE-DE-TALLANO;2A308;51;13;;;;
SANTA-MARIA-FIGANIELLA;2A310;6;;;;;
SANTA-MARIA-SICHE;2A312;65;15;;;;
TASSO;2A322;5;;;;;
TAVACO;2A323;29;8;;;;
TAVERA;2A324;32;8;;;;
TOLLA;2A326;10;;;;;
UCCIANI;2A330;87;10;;;;
URBALACONE;2A331;9;;;;;
VALLE-DI-MEZZANA;2A336;47;8;;;;
VERO;2A345;54;8;;;;
VICO;2A348;195;22;;;6;
VIGGIANELLO;2A349;61;10;;;;
VILLANOVA;2A351;38;7;;;;
ZERUBIA;2A357;;;;;;
ZEVACO;2A358;7;;;;;
ZICAVO;2A359;32;;;;;
ZIGLIARA;2A360;9;;;;;
ZONZA;2A362;338;77;;;8;22
ZOZA;2A363;;;;;;
AGHIONE;2B002;16;7;;;;
AITI;2B003;;;;;;
ALANDO;2B005;;;;;;
ALBERTACCE;2B007;17;;;;;
ALERIA;2B009;291;49;;44;10;7
ALGAJOLA;2B010;48;7;;;;
ALTIANI;2B012;;;;;;
ALZI;2B013;5;;;;;
AMPRIANI;2B015;;;;;;
ANTISANTI;2B016;14;;;;;
AREGNO;2B020;69;10;;;;
ASCO;2B023;9;;;;;
AVAPESSA;2B025;12;;;;;
BARBAGGIO;2B029;28;9;;;;
BARRETTALI;2B030;12;;;;;
BASTIA;2B033;8251;1050;26;958;112;187
BELGODERE;2B034;62;8;;;;
BIGORNO;2B036;;;;;;
BIGUGLIA;2B037;1059;247;;223;34;58
BISINCHI;2B039;17;;;;;
BORGO;2B042;1333;275;;262;38;66
BRANDO;2B043;197;26;;;;8
BUSTANICO;2B045;;;;;;
CAGNANO;2B046;11;;;;;
CALACUCCIA;2B047;37;6;;;;
CALENZANA;2B049;278;64;;;8;15
CALVI;2B050;878;174;7;159;14;28
CAMBIA;2B051;;;;;;
CAMPANA;2B052;;;;;;
CAMPI;2B053;;;;;;
CAMPILE;2B054;20;7;;;;
CAMPITELLO;2B055;10;;;;;
CANALE-DI-VERDE;2B057;33;7;;;;
CANARI;2B058;31;;;;;
CANAVAGGIA;2B059;;;;;;
CARCHETO-BRUSTICO;2B063;;;;;;
CARPINETO;2B067;;;;;;
CARTICASI;2B068;;;;;;
CASABIANCA;2B069;10;;;;;
CASALTA;2B072;;;;;;
CASAMACCIOLI;2B073;7;;;;;
CASANOVA;2B074;45;10;;;;
CASEVECCHIE;2B075;;;;;;
CASTELLARE-DI-CASINCA;2B077;88;14;;;;
CASTELLARE-DI-MERCURIO;2B078;5;;;;;
CASTELLO-DI-ROSTINO;2B079;53;12;;;;5
CASTIFAO;2B080;19;;;;;
CASTIGLIONE;2B081;;;;;;
CASTINETA;2B082;;;;;;
CASTIRLA;2B083;14;;;;;
CATERI;2B084;40;8;;;;
CENTURI;2B086;25;;;;;
CERVIONE;2B087;264;40;;;;9
CHIATRA;2B088;28;;;;;
CORBARA;2B093;60;19;;;;6
CORSCIA;2B095;12;;;;;
CORTE;2B096;2192;139;5;126;16;22
COSTA;2B097;7;;;;;
CROCE;2B101;9;;;;;
CROCICCHIA;2B102;;;;;;
ERBAJOLO;2B105;;;;;;
ERONE;2B106;;;;;;
ERSA;2B107;12;;;;;
FARINOLE;2B109;13;;;;;
FAVALELLO;2B110;6;;;;;
FELCE;2B111;;;;;;
FELICETO;2B112;24;5;;;;
FICAJA;2B113;;;;;;
FOCICCHIA;2B116;;;;;;
FURIANI;2B120;742;160;6;146;19;33
GALERIA;2B121;38;10;;;;
GAVIGNANO;2B122;;;;;;
GHISONACCIA;2B123;573;110;;102;15;14
GHISONI;2B124;15;;;;;
GIOCATOJO;2B125;;;;;;
GIUNCAGGIO;2B126;;;;;;
L' ILE-ROUSSE;2B134;633;93;;;6;12
ISOLACCIO-DI-FIUMORBO;2B135;34;;;;;
LAMA;2B136;11;;;;;
LANO;2B137;;;;;;
LAVATOGGIO;2B138;22;6;;;;
LENTO;2B140;;;;;;
LINGUIZZETTA;2B143;93;11;;;;
