Codes_Insee;Communes;RATIO_2A_FREQ_CRECHE;ENF_MOINS_3;ENF_3_6;CRECHE_PL_DISPO;NB_CRECHE;NB_SAGE;NB_PHARMA;NB_MATERNELLE;NB_ECOLE_ELEM;POP;LATITUDE;LONGITUDE
49291;SAINT-JUST-SUR-DIVE;;0;17;0;0;0;0;0;1;0,4;47.172347552632800;-0.100684284252214
49292;SAINT-LAMBERT-DU-LATTAY;;0;104;18;1;0;1;0;2;1,8;47.300270961383497;-0.640844898401460
49294;SAINT-LAMBERT-LA-POTHERIE;;0;106;0;0;0;1;1;2;2,4;47.486669826160600;-0.691361975465777
49295;SAINT-LAURENT-DE-LA-PLAINE;;0;64;0;0;0;1;0;2;1,7;47.307609794635603;-0.800457616865822
49296;SAINT-LAURENT-DES-AUTELS;;0;127;0;0;2;1;0;2;2,1;47.288730445804298;-1.184921200554790
49297;SAINT-LAURENT-DU-MOTTAY;;0;30;0;0;0;0;0;1;0,8;47.350191382452799;-0.955892252292968
49298;SAINT-LEGER-DES-BOIS;;0;76;0;0;0;0;0;1;1,5;47.462667194392203;-0.727302960767652
49299;SAINT-LEGER-SOUS-CHOLET;;0;105;18;1;0;1;1;2;2,5;47.102542178722302;-0.904362851096580
49300;SAINT-LEZIN;;0;33;0;0;0;1;0;1;0,8;47.250769968302400;-0.775854777797606
49301;SAINT-MACAIRE-EN-MAUGES;;24;373;24;1;0;3;2;2;6,7;47.125742967581097;-0.997782749846825
49302;SAINT-MACAIRE-DU-BOIS;;0;19;0;0;0;0;0;0;0,4;47.113472770047203;-0.289989198942898
49303;SAINT-MARTIN-D'ARCE;;0;27;0;0;0;0;0;1;0;0;0
49304;SAINT-MARTIN-DE-LA-PLACE;;0;57;0;0;0;1;0;1;1,2;47.318536431161398;-0.137294080212452
49305;SAINT-MARTIN-DU-BOIS;;0;48;0;0;0;1;0;2;0,9;47.698714159327800;-0.736174305663796
49306;SAINT-MARTIN-DU-FOUILLOUX;;0;66;0;0;0;1;0;1;1,6;47.436933199948299;-0.708050882679679
49307;SAINT-MATHURIN-SUR-LOIRE;;0;82;0;0;0;1;0;2;2,4;47.422097355457801;-0.319894894892064
49308;SAINT-MELAINE-SUR-AUBANCE;;0;55;0;0;0;0;0;1;2,1;47.381700563416402;-0.501541699143798
49309;SAINT-MICHEL-ET-CHANVEAUX;;0;11;0;0;0;0;0;1;0,4;47.672335190840300;-1.142303129482870
49310;SAINT-PAUL-DU-BOIS;;0;31;0;0;0;0;0;1;0,6;47.089757074726101;-0.541630659832322
49311;SAINT-PHILBERT-DU-PEUPLE;;0;51;0;0;0;0;0;1;1,3;47.390851830232002;-0.044475347177036
49312;SAINT-PHILBERT-EN-MAUGES;;0;23;0;0;0;0;0;1;0,4;47.156101743006097;-1.019847054025360
49313;SAINT-PIERRE-MONTLIMART;;0;143;36;1;0;1;0;2;3,3;47.276006054435001;-1.033739249818400
49314;SAINT-QUENTIN-EN-MAUGES;;0;51;0;0;0;0;0;1;1;47.289084237359802;-0.899269243954879
49315;SAINT-QUENTIN-LES-BEAUREPAIRE;;0;23;0;0;0;0;0;0;0,3;47.637300039478397;-0.106040174143601
49316;SAINT-REMY-EN-MAUGES;;0;75;0;0;0;0;0;1;1,4;47.266918603519898;-1.084317879678990
49317;SAINT-REMY-LA-VARENNE;;0;37;0;0;0;0;0;1;1;47.387559215533997;-0.319088738230514
49318;SAINT-SATURNIN-SUR-LOIRE;;0;48;10;1;0;0;0;2;1,3;47.384140697354603;-0.429273070027682
49319;SAINT-SAUVEUR-DE-FLEE;;0;19;0;0;0;0;0;0;0,3;47.749946991650198;-0.807441094362278
49320;SAINT-SAUVEUR-DE-LANDEMONT;;0;57;0;0;0;0;0;1;0,9;47.292500628961001;-1.244030470415770
49321;SAINT-SIGISMOND;;0;14;0;0;0;0;0;0;0,4;47.450854616092101;-0.942426466793041
49322;SAINT-SULPICE;;0;9;0;0;0;0;0;0;0,2;47.402727650237303;-0.417513546801616
49323;SAINT-SYLVAIN-D'ANJOU;;0;88;24;2;0;2;2;2;4,4;47.511900817495700;-0.476093400590955
49324;LA SALLE-ET-CHAPELLE-AUBRY;;0;73;0;0;0;0;1;1;1,3;47.249010017539298;-0.970996020195094
49325;LA SALLE-DE-VIHIERS;;0;47;0;0;0;0;0;1;1,1;47.169002067619303;-0.627722183119097
49326;SARRIGNE;;0;25;0;0;0;0;0;1;0,8;47.502535852801103;-0.385598931398001
49327;SAULGE-L'HOPITAL;;0;29;0;0;0;0;0;0;0,5;47.304515037662803;-0.380145471388237
49328;SAUMUR;;63;889;200;5;3;1;2;3;28,1;47.267519846436699;-0.083058026961502
49329;SAVENNIERES;;0;61;0;0;0;0;0;2;1,4;47.405628240356897;-0.667406410272925
49330;SCEAUX-D'ANJOU;;0;83;0;0;0;0;0;2;0,9;47.631564431218401;-0.610112940223655
49331;SEGRE;;25;273;69;2;2;3;2;4;6,7;47.700780590521703;-0.864453801388095
49332;LA SEGUINIERE;;5;165;18;1;0;1;1;2;3,7;47.080458843472599;-0.957116276123219
49333;SEICHES-SUR-LE-LOIR;;0;133;36;2;0;1;1;1;3;47.604100431677203;-0.359138425489331
49334;SERMAISE;;0;14;0;0;0;0;0;1;0,3;47.522430639734203;-0.215608434108710
49335;SOEURDRES;;0;20;0;0;0;0;0;0;0,3;47.740727755403100;-0.570728336123947
49336;SOMLOIRE;;0;34;0;0;0;0;0;1;0,9;47.035289945461898;-0.595825878376817
49337;SOUCELLES;;0;107;0;0;0;1;0;2;2,6;47.582510015810797;-0.425747785717783
49338;SOULAINES-SUR-AUBANCE;;0;30;0;0;0;0;0;1;1,2;47.358801621167203;-0.519648911304115
49339;SOULAIRE-ET-BOURG;;0;43;0;0;0;0;0;1;1,4;47.579880552969698;-0.542541200925083
49341;SOUZAY-CHAMPIGNY;;0;32;0;0;0;0;0;0;0,7;47.217701020388603;-0.021046216655516
49342;TANCOIGNE;;0;19;0;0;0;0;0;0;0,3;47.168757286581503;-0.413042477259159
49343;LA TESSOUALLE;;0;109;10;1;0;1;0;3;3;47.008235100229300;-0.838079299596325
49344;THORIGNE-D'ANJOU;;0;83;0;0;0;0;0;1;1,1;47.635209339486501;-0.663686710977109
49345;THOUARCE;;0;77;21;2;0;1;0;2;1,8;47.259375665904301;-0.518211049616105
49346;LE THOUREIL;;0;14;0;0;0;0;0;0;0,4;47.370504240852704;-0.273526734431899
49347;TIERCE;;0;167;30;1;1;2;1;2;4,3;47.624584755727902;-0.443748059790014
49348;TIGNE;;0;28;0;0;0;0;0;1;0,8;47.199882018255103;-0.439211512813131
49349;TILLIERES;;0;107;0;0;0;1;0;2;1,7;47.145995857368199;-1.170974434790000
49350;TORFOU;;5;91;0;0;0;1;0;1;2,1;47.047822820629698;-1.089086100097240
49351;LA TOURLANDRY;;0;74;0;0;0;0;0;1;1,3;47.142863171646901;-0.699240046979857
49352;TOUTLEMONDE;;0;44;0;0;0;0;0;1;1,1;47.057979821053301;-0.758077028339770
49353;TRELAZE;;41;555;84;3;0;1;1;1;12,2;47.451396234645003;-0.473969030999393
49354;LE TREMBLAY;;0;12;0;0;0;0;0;1;0,3;47.670291117529104;-1.043119409502020
49355;TREMENTINES;;0;119;18;1;0;1;1;2;2,8;47.122457770460301;-0.801833871444502
49356;TREMONT;;0;20;0;0;0;0;0;1;0,4;47.155619354960201;-0.453883816890062
49358;TURQUANT;;0;23;12;1;0;0;0;0;0,6;47.211325397237999;0.021546110550650
49359;LES ULMES;;0;23;0;0;0;0;0;0;0,6;47.223499658699197;-0.181662383773257
49360;LA VARENNE;;0;99;12;1;0;1;0;2;1,7;47.317523638018898;-1.307608509277410
49361;VARENNES-SUR-LOIRE;;0;53;0;0;0;1;0;1;1,9;47.247768717247503;0.041953308705888
49362;VARRAINS;;0;36;0;0;0;1;0;2;1,2;47.227966254140199;-0.066958679975986
49363;VAUCHRETIEN;;0;66;10;1;0;0;0;1;1,5;47.338761157984500;-0.484841191391375
49364;VAUDELNAY;;0;58;0;0;0;0;0;1;1,2;47.141294065697203;-0.212668532200389
49365;LES VERCHERS-SUR-LAYON;;0;40;0;0;0;0;0;1;0,9;47.147004059141999;-0.302272315750421
49366;VERGONNES;;0;12;0;0;0;0;0;1;0,3;47.724795610313997;-1.078331690717740
49367;VERN-D'ANJOU;;0;153;0;0;0;1;0;2;2,1;47.588486509239402;-0.849511088287002
49368;VERNANTES;;0;58;10;1;0;1;0;2;2;47.394329412807103;0.028467993557810
49369;VERNOIL-LE-FOURRIER;;0;39;0;0;0;1;0;1;1,3;47.395996202915398;0.097367258039557
49370;VERRIE;;0;14;0;0;0;0;0;0;0,4;47.268497098138901;-0.187016799750022
49371;VEZINS;;0;67;0;0;0;1;0;2;1,6;47.115500779096003;-0.721676674607809
49372;LE VIEIL-BAUGE;;0;44;0;0;0;0;0;1;0;0;0
49373;VIHIERS;;0;171;24;1;0;2;1;4;4,3;47.137212325126001;-0.559584917245131
49374;VILLEBERNIER;;0;43;0;0;0;0;0;1;1,4;47.262577348156398;-0.021446758811293
49375;VILLEDIEU-LA-BLOUERE;;0;138;18;1;0;1;0;2;2,4;47.162420137296699;-1.055412001398980
49376;VILLEMOISAN;;0;36;0;0;0;0;0;1;0,6;47.471072271624401;-0.891283249288060
49377;VILLEVEQUE;;5;123;30;1;0;1;0;2;2,9;47.548588266507700;-0.447246578945539
49378;VIVY;;0;102;0;0;0;1;0;2;2,4;47.322988402625803;-0.066830298058836
49380;VAULANDRY;;0;18;0;0;0;0;0;0;0;0;0
49381;YZERNAY;;0;95;12;1;0;1;0;1;1,8;47.034646636022799;-0.696987327338182
50001;ACQUEVILLE;;0;24;0;0;0;0;0;0;0,6;49.611061546765399;-1.750395551860640
50002;AGNEAUX;;6;100;18;1;2;2;0;2;4,1;49.116050451073399;-1.129593170590030
50003;AGON-COUTAINVILLE;;0;38;30;1;0;2;0;1;2,8;49.036298528495401;-1.580802127317790
50004;AIREL;;0;31;0;0;0;0;0;0;0,5;49.212251262132803;-1.079547153969220
50005;AMFREVILLE;;0;5;0;0;0;0;0;0;0,3;49.411362025097098;-1.386685074757370
50006;AMIGNY;;0;0;0;0;0;0;0;0;0,1;49.156649766171000;-1.185140261415920
50007;ANCTEVILLE;;0;11;0;0;0;0;0;0;0,2;49.103186219899001;-1.458430476288230
50008;ANCTOVILLE-SUR-BOSCQ;;0;20;0;0;0;0;0;0;0,5;48.845887532921800;-1.528235034892280
50009;ANGEY;;0;6;0;0;0;0;0;0;0,2;48.750925858439203;-1.485114836554750
50010;ANGOVILLE-AU-PLAIN;;0;0;0;0;0;0;0;0;0;49.349807813191099;-1.253964512381330
50012;ANGOVILLE-SUR-AY;;0;10;0;0;0;0;0;0;0,3;49.252369165620202;-1.551543209224850
50013;ANNEVILLE-EN-SAIRE;;0;9;0;0;0;0;0;0;0,4;49.636678225770297;-1.284230277089040
50014;ANNEVILLE-SUR-MER;;0;0;0;0;0;0;0;0;0,2;49.121457410788302;-1.586387495628530
50015;ANNOVILLE;;0;14;0;0;0;0;0;0;0,6;48.961802538293398;-1.531992019075290
50016;APPEVILLE;;0;6;0;0;0;0;0;0;0,2;49.326949776328100;-1.335344301779080
50018;ARGOUGES;;0;11;0;0;0;0;0;1;0,6;48.491301103749400;-1.379787706371660
50019;AUCEY-LA-PLAINE;;0;16;0;0;0;0;0;0;0,5;48.526487459640002;-1.475538367608470
50020;AUDERVILLE;;0;0;0;0;0;0;0;0;0,3;49.707913255525497;-1.936092116029500
50021;AUDOUVILLE-LA-HUBERT;;0;0;0;0;0;0;0;0;0,1;49.416704378694803;-1.227773433510770
50022;AUMEVILLE-LESTRE;;0;0;0;0;0;0;0;0;0,1;49.538673934840297;-1.322059018720390
50023;AUVERS;;0;30;0;0;0;0;0;0;0,7;49.300027215312298;-1.324277260583970
50024;AUXAIS;;0;11;0;0;0;0;0;0;0,2;49.215738596813502;-1.305910721041860
50025;AVRANCHES;;7;239;0;0;3;3;1;4;8,1;48.688341015211002;-1.357229818203680
50026;AZEVILLE;;0;0;0;0;0;0;0;0;0,1;49.457032627018002;-1.312628632048030
50027;BACILLY;;0;35;0;0;0;0;0;0;0,9;48.704258082400997;-1.433024880189600
50028;LA BALEINE;;0;0;0;0;0;0;0;0;0,1;48.924027173892100;-1.301916542620750
50029;BARENTON;;0;25;0;0;0;1;0;1;1,3;48.608252797237597;-0.830540997508252
50030;BARFLEUR;;0;8;0;0;0;1;0;1;0,6;49.668233773581697;-1.264268256480420
50031;BARNEVILLE-CARTERET;;0;41;0;0;1;1;0;1;2,3;49.379680048751297;-1.771297597057610
50032;LA BARRE-DE-SEMILLY;;0;24;0;0;0;0;0;1;0,9;49.106226219366100;-1.017836491886450
50033;BAUBIGNY;;0;0;0;0;0;0;0;0;0,2;49.427767967871297;-1.807638963108770
50034;BAUDRE;;0;21;0;0;0;0;0;1;0,5;49.087904922740300;-1.069169725818240
50035;BAUDREVILLE;;0;0;0;0;0;0;0;0;0,1;49.308971185082200;-1.624516374335840
50036;BAUPTE;;0;22;0;0;0;0;0;0;0,5;49.309899123732897;-1.367825373798420
50037;LA BAZOGE;;0;0;0;0;0;0;0;0;0,2;48.643247892312800;-1.035575811358690
50038;BEAUCHAMPS;;0;13;0;0;0;0;0;0;0,4;48.836713430322902;-1.367197126342720
50039;BEAUCOUDRAY;;0;0;0;0;0;0;0;0;0,2;48.961674268803399;-1.143461618224270
50040;BEAUFICEL;;0;0;0;0;0;0;0;0;0,2;48.742824707775398;-0.962010410470384
50041;BEAUMONT-HAGUE;;0;61;22;1;1;1;1;1;1,4;49.663018769089902;-1.842357451103000
50042;BEAUVOIR;;0;6;0;0;0;0;0;0;0,4;48.603310464403499;-1.527934056760200
50043;BELLEFONTAINE;;0;6;0;0;0;0;0;0;0,2;48.681511983646800;-0.980938339725494
50044;BELVAL;;0;9;0;0;0;0;0;0;0,3;49.060914726302201;-1.355330286258330
50045;BENOITVILLE;;0;23;0;0;0;0;0;0;0,6;49.528496025142502;-1.776093621261940
50046;BERIGNY;;0;19;0;0;0;0;0;0;0,4;49.137309650726102;-0.947378143138353
50048;BESLON;;0;20;0;0;0;0;0;0;0,5;48.857948230902402;-1.157712041839240
50049;BESNEVILLE;;0;21;0;0;0;0;0;1;0,7;49.376575607107398;-1.626965436150710
50050;BEUVRIGNY;;0;5;0;0;0;0;0;0;0,1;48.966422981894098;-1.004260495214500
50051;BEUZEVILLE-AU-PLAIN;;0;0;0;0;0;0;0;0;0;49.429018128684099;-1.283316314970240
50052;BEUZEVILLE-LA-BASTILLE;;0;5;0;0;0;0;0;0;0,1;49.352885168332101;-1.365828020785930
50054;BIEVILLE;;0;8;0;0;0;0;0;0;0,2;49.073872654503099;-0.888770090024611
50055;BINIVILLE;;0;0;0;0;0;0;0;0;0,1;49.429283297415900;-1.486175463709590
50056;BION;;0;12;0;0;0;0;0;0;0,4;48.625136851939899;-0.918502312252863
50057;BIVILLE;;0;30;0;0;0;0;0;0;0,5;49.614572554463599;-1.810892954479630
50058;BLAINVILLE-SUR-MER;;0;37;0;0;0;0;0;0;1,6;49.073054365401802;-1.574549717724330
50059;BLOSVILLE;;0;13;0;0;0;0;0;0;0,3;49.371470556663802;-1.289520603399740
50060;LA BLOUTIERE;;0;17;0;0;0;0;0;0;0,4;48.870542309881799;-1.248497841725760
50061;BOISROGER;;0;6;0;0;0;0;0;0;0,2;49.092826289321799;-1.534415716289420
50062;BOISYVON;;0;0;0;0;0;0;0;0;0,1;48.806448329748797;-1.127778882426790
50063;BOLLEVILLE;;0;18;0;0;0;0;0;1;0,4;49.305244537924203;-1.590089931726990
50064;LA BONNEVILLE;;0;11;0;0;0;0;0;0;0,2;49.391901004986899;-1.459104104581170
50066;JULLOUVILLE;;0;49;0;0;0;1;0;1;2,3;48.763539308646997;-1.528216064802430
50069;BOURGUENOLLES;;0;13;0;0;0;0;0;0;0,3;48.793885074002297;-1.286288163729550
50070;BOUTTEVILLE;;0;0;0;0;0;0;0;0;0,1;49.390624047780200;-1.255302940739690
50071;BRAFFAIS;;0;8;0;0;0;0;0;0;0,2;48.754420878178202;-1.269980067521630
50072;BRAINVILLE;;0;7;0;0;0;0;0;0;0,2;49.082696349764298;-1.499263391971270
50073;BRANVILLE-HAGUE;;0;9;0;0;0;0;0;0;0,2;49.655155238738999;-1.786020569303150
50074;BRECEY;;0;56;16;1;0;2;1;2;2,2;48.725280896528801;-1.173650802180940
50075;BRECTOUVILLE;;0;13;0;0;0;0;0;0;0,2;49.019296015780000;-1.024889696682850
50076;BREHAL;;0;89;21;1;0;2;1;2;3;48.897221573891201;-1.531284454886770
50077;BRETTEVILLE;;0;31;0;0;0;0;0;1;1,1;49.650416875618703;-1.508361158412720
50078;BRETTEVILLE-SUR-AY;;0;6;0;0;0;0;0;0;0,4;49.257053562205201;-1.628639470303050
50079;BREUVILLE;;0;16;0;0;0;0;0;0;0,4;49.538683566112397;-1.669735590443630
50080;BREVANDS;;0;10;0;0;0;0;0;0;0,4;49.340272584397397;-1.169468654892510
50081;BREVILLE-SUR-MER;;0;10;0;0;0;0;0;0;0,8;48.869560199872701;-1.558525016368600
50082;BRICQUEBEC;;0;167;27;1;0;2;1;2;4,3;49.470327849479403;-1.632650407943820
50083;BRICQUEBOSQ;;0;35;0;0;0;0;0;0;0,5;49.535981472461799;-1.718471410162450
50084;BRICQUEVILLE-LA-BLOUETTE;;0;25;0;0;0;0;0;0;0,5;49.038092052602501;-1.479633678436170
50085;BRICQUEVILLE-SUR-MER;;0;31;0;0;0;0;0;1;1,1;48.917679712158701;-1.523148636185790
50086;BRILLEVAST;;0;17;0;0;0;0;0;0;0,3;49.625348418288603;-1.413047583592300
50087;BRIX;;0;82;0;0;0;1;0;1;2,1;49.553747382734500;-1.573346380642750
50088;BROUAINS;;0;7;0;0;0;0;0;0;0,2;48.721038608817601;-0.966344291213980
50089;BRUCHEVILLE;;0;0;0;0;0;0;0;0;0,1;49.358708803906403;-1.209642297337320
50090;BUAIS;;0;9;0;0;0;0;0;1;0,6;48.518762676271997;-0.970979342141150
50092;CAMBERNON;;0;28;0;0;0;0;0;0;0,7;49.087129883740403;-1.380768308780750
50093;CAMETOURS;;0;20;0;0;0;0;0;0;0,4;49.071001887964698;-1.284320723550010
50094;CAMPROND;;0;23;0;0;0;0;0;0;0,4;49.085767535646802;-1.338228220434220
50095;CANISY;;0;45;0;0;0;2;1;1;1;49.079662834835801;-1.178661386726720
50096;CANTELOUP;;0;6;0;0;0;0;0;0;0,2;49.640476360320797;-1.359544427402660
50097;CANVILLE-LA-ROCQUE;;0;0;0;0;0;0;0;0;0,1;49.347328845564398;-1.637340460256610
50098;CARANTILLY;;0;29;0;0;0;0;0;0;0,6;49.066084899704897;-1.249647128162810
50099;CARENTAN;;11;166;23;1;1;4;1;3;6,1;49.296763464313003;-1.255390492679510
50100;CARNET;;0;21;0;0;0;0;0;0;0,5;48.505255920581902;-1.352774416312740
50101;CARNEVILLE;;0;9;0;0;0;0;0;0;0,2;49.659482346251401;-1.448286916837870
50102;CAROLLES;;0;10;0;0;0;0;0;1;0,8;48.748297704995899;-1.559661788187260
50103;CARQUEBUT;;0;9;0;0;0;0;0;0;0,3;49.374336974994101;-1.322490506669720
50105;CATTEVILLE;;0;0;0;0;0;0;0;0;0,1;49.355030571215899;-1.565614561164310
50106;CAVIGNY;;0;10;0;0;0;0;0;0;0,2;49.191067077722700;-1.122748669979220
50107;CATZ;;0;0;0;0;0;0;0;0;0,1;49.312072997517397;-1.187203345677250
50108;CEAUX;;0;12;0;0;0;0;0;1;0,4;48.630924689915297;-1.385070376878730
50109;CERENCES;;0;52;0;0;0;1;0;2;1,8;48.911324228691100;-1.438559043630840
50110;CERISY-LA-FORET;;0;24;0;0;0;1;0;1;0,9;49.191782663183901;-0.938173590552788
50111;CERISY-LA-SALLE;;0;37;18;1;0;1;0;1;1;49.036506674895300;-1.271584951240510
50112;LA CHAISE-BAUDOUIN;;0;16;0;0;0;0;0;1;0,4;48.764956335681603;-1.238041485657140
50114;LES CHAMBRES;;0;10;0;0;0;0;0;0;0,1;48.764746248840503;-1.379446160640240
50115;CHAMPCERVON;;0;9;0;0;0;0;0;0;0,2;48.772575218858400;-1.400900048847190
50116;CHAMPCEY;;0;11;0;0;0;0;0;0;0,2;48.725559848122302;-1.453105151784340
50117;CHAMPEAUX;;0;5;0;0;0;0;0;0;0,4;48.737971158654403;-1.529876568643710
50118;CHAMPREPUS;;0;12;0;0;0;0;0;0;0,3;48.834610557078101;-1.315652271955360
50119;LES CHAMPS-DE-LOSQUE;;0;6;0;0;0;0;0;0;0,2;49.178294916884397;-1.221715736661150
50120;CHANTELOUP;;0;9;0;0;0;0;0;0;0,3;48.893375039834197;-1.481471138753900
50121;LA CHAPELLE-CECELIN;;0;7;0;0;0;0;0;0;0,2;48.807736771736600;-1.167270227917010
50123;LA CHAPELLE-EN-JUGER;;0;20;0;0;0;0;0;1;0,7;49.132694189984399;-1.213280507111690
50124;LA CHAPELLE-UREE;;0;0;0;0;0;0;0;0;0,1;48.664472071318301;-1.150171539938480
50125;CHASSEGUEY;;0;0;0;0;0;0;0;0;0,1;48.644074190114701;-1.069808304617680
50126;CHAVOY;;0;5;0;0;0;0;0;0;0,1;48.736234571261200;-1.334111382294370
50127;CHEF-DU-PONT;;0;19;0;0;0;0;0;1;0,8;49.384602958590101;-1.346468248863430
50128;LE CHEFRESNE;;0;7;0;0;0;0;0;0;0,3;48.903979664877099;-1.156091245792220
50129;CHERBOURG-OCTEVILLE;;91;1368;295;7;1;8;1;2;39;49.635632005654998;-1.631558121910720
50130;CHERENCE-LE-HERON;;0;15;0;0;0;0;0;0;0,4;48.799563897374099;-1.201741847593940
50131;CHERENCE-LE-ROUSSEL;;0;5;0;0;0;0;0;0;0,3;48.711428740383603;-0.999578172946209
50132;LES CHERIS;;0;9;0;0;0;0;0;0;0,3;48.633528552171803;-1.246522516325290
50133;CHEVREVILLE;;0;6;0;0;0;0;0;0;0,2;48.616698265613003;-1.050596509738190
50134;CHEVRY;;0;0;0;0;0;0;0;0;0,1;48.970932555177598;-1.113254044750220
50135;CLITOURPS;;0;14;0;0;0;0;0;0;0,2;49.651161999292903;-1.371896280104310
50136;COIGNY;;0;0;0;0;0;0;0;0;0,2;49.322033685672203;-1.387855909984080
50137;LA COLOMBE;;0;17;0;0;0;0;0;0;0,6;48.875778762527098;-1.195225585981890
50138;COLOMBY;;0;28;0;0;0;0;0;0;0,5;49.454246066331798;-1.490033251051450
50139;CONDE-SUR-VIRE;;0;119;0;0;0;1;1;1;3,3;49.054543342913597;-1.024352170926210
50140;CONTRIERES;;0;18;0;0;0;0;0;0;0,4;48.986327276714000;-1.429496972544820
50142;COSQUEVILLE;;0;12;0;0;0;0;0;1;0,6;49.691105837991699;-1.400138628236080
50143;COUDEVILLE-SUR-MER;;0;18;0;0;0;0;0;1;0,9;48.873535719237601;-1.524483153414310
50144;COULOUVRAY-BOISBENATRE;;0;14;0;0;0;0;0;1;0,6;48.782235516548099;-1.104752578791990
50145;COURCY;;0;20;0;0;0;0;0;0;0,6;49.051002317301901;-1.388793924603230
50146;COURTILS;;0;0;0;0;0;0;0;0;0,2;48.628114806242003;-1.422788034902600
50147;COUTANCES;;27;263;40;1;3;6;1;6;9,4;49.057149702487898;-1.443090342740530
50148;COUVAINS;;0;13;0;0;0;0;0;0;0,4;49.161990237961803;-1.008777073170300
50149;COUVILLE;;0;58;0;0;0;0;0;1;0,9;49.558735226174598;-1.682253411324150
50150;CRASVILLE;;0;8;0;0;0;0;0;0;0,2;49.553993999458598;-1.332514788568860
50151;CREANCES;;0;59;0;0;0;1;0;2;2,2;49.200419263799198;-1.562717453860940
50152;LES CRESNAYS;;0;8;0;0;0;0;0;0;0,3;48.708656155421103;-1.114698614140560
50153;CRETTEVILLE;;0;9;0;0;0;0;0;0;0,2;49.340753649889599;-1.394348989858980
50154;LA CROIX-AVRANCHIN;;0;16;0;0;0;0;0;0;0,5;48.550455066485398;-1.379499547572930
50155;CROLLON;;0;13;0;0;0;0;0;0;0,2;48.581871674255197;-1.381061705380840
50156;CROSVILLE-SUR-DOUVE;;0;0;0;0;0;0;0;0;0,1;49.385584952541997;-1.476210581085370
50158;CUVES;;0;5;0;0;0;0;0;0;0,4;48.729589308504501;-1.099156922064170
50159;DANGY;;0;34;0;0;0;0;0;0;0,7;49.029798191624003;-1.221700268341990
50160;DENNEVILLE;;0;15;0;0;0;0;0;1;0,5;49.315148867284499;-1.662742071167360
50161;LE DEZERT;;0;19;0;0;0;0;0;0;0,6;49.209084095481501;-1.163043737931520
50162;DIGOSVILLE;;0;51;0;0;0;1;0;1;1,5;49.628716595057497;-1.527914375908310
50163;DIGULLEVILLE;;0;8;0;0;0;0;0;0;0,3;49.691058527566803;-1.859104183916140
50164;DOMJEAN;;0;46;0;0;0;0;0;1;1;48.991209742712300;-1.035047977500220
50165;DONVILLE-LES-BAINS;;0;61;0;0;0;2;0;1;3,3;48.851050364837697;-1.573198252329800
50166;DOVILLE;;0;14;0;0;0;0;0;0;0,3;49.336699113351202;-1.547657958658090
50167;DRAGEY-RONTHON;;0;28;0;0;0;0;0;0;0,8;48.716511491254302;-1.488962199612170
50168;DUCEY;;5;97;0;0;0;2;1;2;2,5;48.612835574131601;-1.279321315269720
50169;ECAUSSEVILLE;;0;6;0;0;0;0;0;0;0,1;49.460723483546303;-1.382115927701250
50170;ECOQUENEAUVILLE;;0;0;0;0;0;0;0;0;0,1;49.399869379860398;-1.291977638088910
50171;ECULLEVILLE;;0;0;0;0;0;0;0;0;0;49.682790266095999;-1.824322527797840
50172;EMONDEVILLE;;0;13;0;0;0;0;0;0;0,4;49.459768843014302;-1.337749268948650
50173;EQUEURDREVILLE-HAINNEVILLE;;39;648;122;4;1;3;1;1;17,4;49.644207151765897;-1.678186795189960
50174;EQUILLY;;0;14;0;0;0;0;0;0;0,2;48.833177819657301;-1.382221543609860
50175;EROUDEVILLE;;0;9;0;0;0;0;0;0;0,2;49.474511345065402;-1.396495550772730
50176;L'ETANG-BERTRAND;;0;9;0;0;0;0;0;0;0,4;49.472088090348898;-1.570602463402540
50177;ETIENVILLE;;0;8;0;0;0;0;0;0;0,3;49.385406847659098;-1.436757000944770
50178;FERMANVILLE;;0;37;0;0;0;0;0;1;1,4;49.681182936639402;-1.454837674092670
50179;FERRIERES;;0;0;0;0;0;0;0;0;0,1;48.544480480219100;-0.955434272522918
50180;FERVACHES;;0;13;0;0;0;0;0;0;0,4;48.994650718146900;-1.079806421188800
50181;FEUGERES;;0;15;0;0;0;0;0;0;0,3;49.148633241677103;-1.317383839879280
50182;LA FEUILLIE;;0;12;0;0;0;0;0;0;0,3;49.169743839135698;-1.492811011425520
50183;FIERVILLE-LES-MINES;;0;7;0;0;0;0;0;0;0,3;49.395720824876797;-1.665385208806320
50184;FLAMANVILLE;;0;53;0;0;1;1;0;1;1,7;49.531115930463798;-1.869041855903410
50185;FLEURY;;0;54;0;0;0;0;0;0;0,9;48.849054772148897;-1.264580399672080
50186;FLOTTEMANVILLE;;0;9;0;0;0;0;0;0;0,2;49.476194907722700;-1.451364103557540
50187;FLOTTEMANVILLE-HAGUE;;0;41;0;0;0;0;0;1;0,9;49.618552215782302;-1.717181610282800
50188;FOLLIGNY;;0;47;0;0;0;0;0;0;1;48.820112220238400;-1.418034961854500
50189;FONTENAY;;0;8;0;0;0;0;0;0;0,3;48.625179842962602;-1.020181229123890
50190;FONTENAY-SUR-MER;;0;6;0;0;0;0;0;0;0,2;49.493744223573700;-1.307752185059410
50191;FOUCARVILLE;;0;0;0;0;0;0;0;0;0,1;49.446549130516900;-1.256143383126800
